account_id,seats,is_trial,total_subscriptions,active_subscriptions,avg_subscription_duration_days,avg_sub_seats,max_sub_seats,avg_mrr_amount,max_mrr_amount,avg_arr_amount,total_arr_amount,trial_subscription_count,auto_renew_count,upgrade_count,downgrade_count,recent_upgrade_90d,recent_downgrade_90d,ended_subscriptions_count,max_subscription_duration_days,active_subscription_ratio,auto_renew_ratio,latest_auto_renew_flag,latest_is_trial,days_since_last_subscription_change,total_usage_count,total_usage_duration_secs,total_error_count,unique_feature_count,beta_feature_usage_count,days_since_last_usage,total_tickets,avg_resolution_time_hours,avg_first_response_time_minutes,avg_satisfaction_score,escalation_count,escalation_ratio,account_age_days,avg_resolution_time_hours_missing_flag,avg_first_response_time_minutes_missing_flag,avg_satisfaction_score_missing_flag,is_inactive_user,has_no_ticket_history,usage_per_subscription,ticket_per_subscription,error_per_subscription,error_rate,health_score,industry_Cybersecurity,industry_DevTools,industry_EdTech,industry_FinTech,industry_HealthTech,country_AU,country_CA,country_DE,country_FR,country_IN,country_UK,country_US,referral_source_ads,referral_source_event,referral_source_organic,referral_source_other,referral_source_partner,plan_tier_Basic,plan_tier_Enterprise,plan_tier_Pro,latest_plan_tier_Basic,latest_plan_tier_Enterprise,latest_plan_tier_Pro,latest_billing_frequency_annual,latest_billing_frequency_monthly,churn_flag
A-2e4581,-0.5498566105081744,-0.49060655222070343,0.0,0.3159707553541032,-1.1328815198465187,0.0694509052009154,1.5839014933780002,-0.6278894573842004,-0.3898679556427697,-0.6278894573842,-0.5830974092504211,0.3825789735759978,-0.0033938497401470704,-0.05369827154015754,-0.6529287697193112,0.8551308904377091,-0.404888165089458,-0.996613329671666,-1.1936558354727593,0.978348413555521,-0.004490365750115243,0.4621603974917245,-0.41015155621479793,-0.5592968210900441,0.19551383091721233,0.004359026298790084,0.8094843746659319,-0.1089684590229391,-0.3984450998096419,0.2613272471876218,-1.057623861617254,-1.1295873193973291,0.08827140983971687,-1.7569209221120572,-0.4556210808256099,-0.41211955299021663,-1.2372587485563589,-0.12751534261266764,-0.12751534261266764,-0.27011363051604403,0.0,0.0,0.3920583574478454,-0.7844790031284968,1.0871991672945818,0.9138831043109782,-0.13319842218644853,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,0
A-43a9e3,-0.12176755388416312,-0.49060655222070343,-0.6119900613621045,-0.3341748317942576,1.7130058216908681,-0.45743863715350447,-1.1637357730192057,-0.6340190107477782,-0.4300880321458497,-0.6340190107477778,-0.7335238392668412,-1.3407497362257943,-0.6821637977695756,1.7979662643273422,-0.6529287697193112,-0.5653523162694489,-0.404888165089458,-0.996613329671666,0.860918551212856,0.978348413555521,-0.36608825961545577,0.4621603974917245,-0.41015155621479793,3.6123230593046576,-0.8410837998662407,-0.9709058720519147,-1.1757624056306513,-0.8165558552757908,-1.130880945047954,-0.797806220509651,-0.528811930808627,0.15066920958695793,-0.5497536066200979,0.06070883384910251,-0.4556210808256099,-0.41211955299021663,0.7689082348598576,-0.12751534261266764,-0.12751534261266764,-0.27011363051604403,0.0,0.0,-0.7227046746344491,-0.25479725513104745,-1.21888054850904,-1.0705761694673066,-0.4272160047720034,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,1
A-0a282f,-0.9303802163961843,-0.49060655222070343,1.5299751534052615,0.9661163425024639,-1.012292388223623,-0.6407045649289548,0.024431693530937364,-0.6536794489173494,-0.3898679556427697,-0.6536794489173491,-0.25417343780628276,-0.4790853813248982,2.3723009683628526,-0.05369827154015754,0.8446142800956229,0.8551308904377091,1.619552660357832,2.0793537372161923,-1.1210193672566013,-1.0489396744001922,1.4419012097112451,0.4621603974917245,-0.41015155621479793,-0.6841956199042567,1.8425522887175878,1.8875575842901682,1.6366705331228415,1.1293094844195513,-0.03222717719048576,-0.40759915346328734,-0.528811930808627,0.6343216760921327,-0.8988616344943359,1.2724620044898762,-0.4556210808256099,-0.41211955299021663,-1.001793140174174,-0.12751534261266764,-0.12751534261266764,-0.27011363051604403,0.0,0.0,0.5427295252544022,-0.7844790031284968,0.4122490065715708,0.12473624543733898,1.5354559747531042,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,0
A-1f0ac7,0.16362515053184434,2.038293201494263,-0.9179850920431569,-0.659247625368438,0.44678530087270857,-0.007455332347711037,-0.4582613397550583,-0.5874218958920078,-0.5909683381581695,-0.5874218958920073,-0.7757173242541325,-0.4790853813248982,-1.02154877178429,0.8721339963935923,-0.6529287697193112,0.8551308904377091,-0.404888165089458,-0.996613329671666,0.4717946143405803,0.978348413555521,-0.6243724695192701,0.4621603974917245,-0.41015155621479793,-0.5093373015643591,-0.6855941552487228,-0.9443924111511045,-0.5967320947108145,-0.285865308086152,-0.03222717719048576,0.20558338046671268,-1.057623861617254,-0.6174847078036143,3.085785166415072,0.06070883384910251,-0.4556210808256099,-0.41211955299021663,0.7218151131834206,-0.12751534261266764,-0.12751534261266764,3.7021456417787206,0.0,0.0,0.5229502985925373,-0.5250430449256646,0.18726561966390023,-0.09458498531800366,-0.2271323701382549,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,0
A-ce550d,0.6868451086278581,-0.49060655222070343,-0.30599503068105227,-0.659247625368438,-1.2086403755488384,0.9806898238621828,1.8438131266858442,1.9725353342752725,2.8277381646036277,1.9725353342752736,1.5096762946871387,-0.4790853813248982,-0.6821637977695756,0.8721339963935923,-0.6529287697193112,2.275614097144867,-0.404888165089458,1.054031381586906,-1.2351623887391354,-1.2741939063952719,-0.9687514160576897,0.4621603974917245,-0.41015155621479793,-0.7841146589556268,0.4489043628865009,1.212702388042608,0.23045406374609514,0.7755157862931255,-0.3984450998096419,-0.46334302018419643,1.586435792425881,0.5164567892967541,0.6970607786450387,-0.30281711734312977,1.9423846077302318,0.8341259872664692,-1.2890611824004397,-0.12751534261266764,-0.12751534261266764,-0.27011363051604403,0.0,0.0,1.7155213179108428,0.9643115299424472,0.6872287016809459,-0.18461564052213197,0.33151018734250054,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,1
A-1b9609,-0.7876838641881806,-0.49060655222070343,0.30599503068105227,0.3159707553541032,0.7542516881414197,-0.5980119340267191,-0.3840008730956744,-0.46033885537627,-0.14854749662428993,-0.46033885537626956,-0.33960222222499614,-0.4790853813248982,0.3359911242745672,-0.9795305394739074,-0.6529287697193112,-0.5653523162694489,-0.404888165089458,0.028709025957620034,0.48735957181547135,0.05685382812110543,0.12699977747364485,0.4621603974917245,2.438123139721299,1.4390839599373577,-0.2536784757556173,-0.2203577924567831,-0.5967320947108145,0.06792839004027382,0.33399074542867035,1.3762045816058037,0.0,0.5774213859150535,-0.4985912232247352,-1.7569209221120572,-0.4556210808256099,-0.41211955299021663,0.5051867534718104,-0.12751534261266764,-0.12751534261266764,-0.27011363051604403,0.0,0.0,-1.068378391930204,-0.2891921738321805,-1.0399164907415748,-0.6613122026455522,-0.18886086649900916,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,0
A-a0ca4e,-0.4547257090361718,-0.49060655222070343,-0.30599503068105227,-0.009102038220077203,-0.15362018020643536,-0.5974334430930845,-0.3840008730956744,-0.2602343988883277,-0.5105281851520096,-0.26023439888832733,-0.34984673092561425,-0.4790853813248982,-0.0033938497401470704,-0.9795305394739074,-0.6529287697193112,-0.5653523162694489,-0.404888165089458,-0.996613329671666,-0.06260225896401157,0.978348413555521,0.6383503344549333,0.4621603974917245,-0.41015155621479793,-0.03472186607035112,-0.7374240367878954,-0.6694295364642546,-1.1757624056306513,-0.285865308086152,-0.7646630224287979,-0.1288798198587419,1.057623861617254,0.2502447173968467,0.046137682337653474,-0.30281711734312977,6.738395984841915,3.9497398379081856,-0.19179144733945735,-0.12751534261266764,-0.12751534261266764,-0.27011363051604403,0.0,0.0,-1.0807183729135423,0.6280056581980348,-1.4376143968914972,-1.1901225498474626,-0.7170199924806333,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,True,0
A-e5d6ab,-0.8352493149241818,-0.49060655222070343,0.0,-0.009102038220077203,1.4809606495130305,-0.6349775046859721,-0.7553032063925941,-0.6000562813965254,-0.7116285676674095,-0.600056281396525,-0.5573414410483022,-0.4790853813248982,0.3359911242745672,-0.9795305394739074,-0.6529287697193112,-0.5653523162694489,-0.404888165089458,0.028709025957620034,1.545776680108061,-0.035295630422335564,0.718705421980565,0.4621603974917245,-0.41015155621479793,0.4898530889493419,-0.6855941552487228,-0.7733882071514829,-0.4312948630194326,0.24482523910348675,-0.03222717719048576,0.7072781809548945,-0.528811930808627,0.5489712408265137,-1.139625791648983,0.06070883384910251,-0.4556210808256099,-0.41211955299021663,1.3528629436476765,-0.12751534261266764,-0.12751534261266764,3.7021456417787206,0.0,0.0,-1.4770785620983575,-0.48180371855852583,-0.6001762345129464,0.23429671413430053,-0.11550134612947723,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,0
A-7dacce,-0.4071602583001706,-0.49060655222070343,0.0,0.3159707553541032,-0.952482765300739,-0.4803468781254357,0.28434332683878116,0.02597126570603395,1.138494951474269,0.025971265706034617,0.021965268468569197,1.2442433284768937,-0.34277882375486135,-0.05369827154015754,-0.6529287697193112,0.8551308904377091,-0.404888165089458,-0.996613329671666,-0.9861230691408791,0.978348413555521,-0.7276861534807962,0.4621603974917245,2.438123139721299,-0.10966114535887869,-0.16729533985699624,-0.12725592687980042,0.06501683205471322,-0.1089684590229391,-0.03222717719048576,-0.797806220509651,0.0,-0.3187581843739473,-0.4805339114381367,-0.5451677514712844,-0.4556210808256099,-0.41211955299021663,-1.0677235105211857,-0.12751534261266764,-0.12751534261266764,-0.27011363051604403,0.0,0.0,-0.37758625648294386,-0.17912843398855463,0.07477392621006491,0.3116396561665163,-0.07478572410081742,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,1
A-10b8da,-0.3120293568281681,-0.49060655222070343,-1.223980122724209,-1.3093932125167986,1.0425722782512434,-0.6101602436330466,-0.940954373041054,-0.5001695801553637,-0.8725088736797293,-0.5001695801553633,-0.8039620714061191,-0.4790853813248982,-1.360933745799004,-0.05369827154015754,-0.6529287697193112,-0.5653523162694489,-0.404888165089458,0.028709025957620034,1.3953154245174477,-0.7110583264075733,-0.9687514160576897,0.4621603974917245,-0.41015155621479793,1.9136993954313657,-1.4054536210705653,-1.4912325422303134,-1.1757624056306513,-0.8165558552757908,-1.130880945047954,-0.46334302018419643,-0.528811930808627,-0.41833369218383637,-0.621982853766492,-0.8481060441314774,-0.4556210808256099,-0.41211955299021663,1.2445487637918715,-0.12751534261266764,-0.12751534261266764,-0.27011363051604403,0.0,0.0,-0.9110436343926446,0.12354685058141639,-0.5626790033616677,-0.12593752086890436,-1.2442643137509206,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,1
